"No.","Time","Source","Destination","Protocol","Length","Info"
"551","96.937475","2404:6800:4003:c11::61","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","147","Application Data"
"552","96.945190","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c11::61","TCP","74","63218  >  443 [FIN, ACK] Seq=2 Ack=74 Win=515 Len=0"
"553","96.947553","13.89.179.10","192.168.1.14","TCP","66","443  >  63293 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"554","96.947625","192.168.1.14","13.89.179.10","TCP","54","63293  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"555","96.948922","192.168.1.14","13.89.179.10","TLSv1.3","447","Client Hello (SNI=mobile.events.data.microsoft.com)"
"556","97.051231","2404:6800:4003:c11::61","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63218 [FIN, ACK] Seq=74 Ack=3 Win=290 Len=0"
"557","97.051291","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c11::61","TCP","74","63218  >  443 [ACK] Seq=3 Ack=75 Win=515 Len=0"
"558","97.180999","13.89.179.10","192.168.1.14","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"559","97.181063","192.168.1.14","13.89.179.10","TCP","54","63293  >  443 [ACK] Seq=394 Ack=100 Win=261888 Len=0"
"560","97.185930","192.168.1.14","13.89.179.10","TLSv1.3","518","Change Cipher Spec, Client Hello (SNI=mobile.events.data.microsoft.com)"
"561","97.418475","13.89.179.10","192.168.1.14","TLSv1.3","1494","Server Hello"
"562","97.418475","13.89.179.10","192.168.1.14","TCP","1494","[TCP Previous segment not captured] 443  >  63293 [ACK] Seq=2980 Ack=858 Win=4193792 Len=1440 [TCP PDU reassembled in 565]"
"563","97.418475","13.89.179.10","192.168.1.14","TCP","1494","[TCP Out-Of-Order] 443  >  63293 [ACK] Seq=1540 Ack=858 Win=4193792 Len=1440 [TCP PDU reassembled in 565]"
"564","97.418475","13.89.179.10","192.168.1.14","TCP","1494","443  >  63293 [ACK] Seq=4420 Ack=858 Win=4193792 Len=1440 [TCP PDU reassembled in 565]"
"565","97.418475","13.89.179.10","192.168.1.14","TLSv1.3","680","Application Data"
"566","97.418613","192.168.1.14","13.89.179.10","TCP","66","63293  >  443 [ACK] Seq=858 Ack=1540 Win=262144 Len=0 SLE=2980 SRE=4420"
"567","97.418692","192.168.1.14","13.89.179.10","TCP","54","63293  >  443 [ACK] Seq=858 Ack=4420 Win=262144 Len=0"
"568","97.418721","192.168.1.14","13.89.179.10","TCP","54","63293  >  443 [ACK] Seq=858 Ack=6486 Win=262144 Len=0"
"569","97.422672","192.168.1.14","13.89.179.10","TLSv1.3","128","Application Data"
"570","97.422860","192.168.1.14","13.89.179.10","TLSv1.3","1057","Application Data"
"571","97.422900","192.168.1.14","13.89.179.10","TLSv1.3","2602","Application Data"
"572","97.652877","13.89.179.10","192.168.1.14","TCP","54","443  >  63293 [ACK] Seq=6486 Ack=1935 Win=4194560 Len=0"
"573","97.653480","13.89.179.10","192.168.1.14","TCP","54","443  >  63293 [ACK] Seq=6486 Ack=4483 Win=4194560 Len=0"
"574","97.659957","13.89.179.10","192.168.1.14","TLSv1.3","157","Application Data"
"575","97.660028","192.168.1.14","13.89.179.10","TCP","54","63293  >  443 [ACK] Seq=4483 Ack=6589 Win=261888 Len=0"
"576","97.687249","13.89.179.10","192.168.1.14","TLSv1.3","502","Application Data"
"577","97.687341","192.168.1.14","13.89.179.10","TCP","54","63293  >  443 [ACK] Seq=4483 Ack=7037 Win=261376 Len=0"
"578","97.760976","192.168.1.14","192.168.1.12","TCP","55","[TCP Keep-Alive] 62778  >  8008 [ACK] Seq=1 Ack=1 Win=508 Len=1"
"579","97.761132","192.168.1.14","192.168.1.12","TCP","55","[TCP Keep-Alive] 62779  >  8008 [ACK] Seq=1 Ack=1 Win=508 Len=1"
"580","97.763009","192.168.1.12","192.168.1.14","TCP","66","[TCP Keep-Alive ACK] 8008  >  62778 [ACK] Seq=1 Ack=2 Win=1386 Len=0 SLE=1 SRE=2"
"581","97.763867","192.168.1.12","192.168.1.14","TCP","66","[TCP Keep-Alive ACK] 8008  >  62779 [ACK] Seq=1 Ack=2 Win=1386 Len=0 SLE=1 SRE=2"
"582","97.990428","2001:4860:4802:38::178","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","147","Application Data"
"583","98.031720","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2001:4860:4802:38::178","TCP","74","63222  >  443 [ACK] Seq=2 Ack=74 Win=515 Len=0"
"584","98.174153","192.168.1.14","192.168.1.12","TCP","164","62706  >  8009 [PSH, ACK] Seq=2201 Ack=2205 Win=512 Len=110"
"585","98.176352","192.168.1.12","192.168.1.14","TCP","164","8009  >  62706 [PSH, ACK] Seq=2205 Ack=2311 Win=1506 Len=110"
"586","98.202242","2404:6800:4003:c00::9c","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","147","Application Data"
"587","98.220663","192.168.1.14","192.168.1.12","TCP","54","62706  >  8009 [ACK] Seq=2311 Ack=2315 Win=512 Len=0"
"588","98.252499","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c00::9c","TCP","74","63223  >  443 [ACK] Seq=2 Ack=74 Win=511 Len=0"
"589","98.635549","2404:6800:4003:c00::9c","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","147","Application Data"
"590","98.680530","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c00::9c","TCP","74","63220  >  443 [ACK] Seq=2 Ack=74 Win=511 Len=0"
"591","98.685574","2404:6800:4003:c1a::9a","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","147","Application Data"
"592","98.727585","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63231  >  443 [ACK] Seq=2 Ack=74 Win=511 Len=0"
"593","99.034200","2404:6800:4003:c1c::84","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","147","Application Data"
"594","99.075127","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1c::84","TCP","74","63234  >  443 [ACK] Seq=2 Ack=74 Win=511 Len=0"
"595","99.567262","192.168.1.14","192.168.1.12","TCP","164","62671  >  8009 [PSH, ACK] Seq=2091 Ack=2091 Win=507 Len=110"
"596","99.569908","192.168.1.12","192.168.1.14","TCP","164","8009  >  62671 [PSH, ACK] Seq=2091 Ack=2201 Win=1506 Len=110"
"597","99.614044","192.168.1.14","192.168.1.12","TCP","54","62671  >  8009 [ACK] Seq=2201 Ack=2201 Win=513 Len=0"
"598","99.872381","2404:6800:4003:c1a::9a","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","147","Application Data"
"599","99.915294","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63236  >  443 [ACK] Seq=2 Ack=74 Win=511 Len=0"
"600","100.198380","2404:6800:4003:c1a::9a","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","147","Application Data"
"601","100.248906","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63237  >  443 [ACK] Seq=2 Ack=74 Win=511 Len=0"
"602","101.452804","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2606:4700:4400::ac40:98aa","TCP","75","[TCP Keep-Alive] 63217  >  443 [ACK] Seq=1 Ack=1 Win=515 Len=1"
"603","101.464723","2606:4700:4400::ac40:98aa","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","86","[TCP Keep-Alive ACK] 443  >  63217 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2"
"604","101.689860","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2606:4700:4400::6812:2356","TCP","75","[TCP Keep-Alive] 63219  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1"
"605","101.719816","2606:4700:4400::6812:2356","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","86","[TCP Keep-Alive ACK] 443  >  63219 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2"
"606","101.865649","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2600:1901:1:7c5::","TCP","75","[TCP Keep-Alive] 63291  >  443 [ACK] Seq=2169 Ack=799 Win=131072 Len=1"
"607","101.880785","2600:1901:1:7c5::","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","86","[TCP Keep-Alive ACK] 443  >  63291 [ACK] Seq=799 Ack=2170 Win=71424 Len=0 SLE=2169 SRE=2170"
"608","102.134015","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c02::84","TCP","75","[TCP Keep-Alive] 63225  >  443 [ACK] Seq=1 Ack=1 Win=515 Len=1"
"609","102.241424","2404:6800:4003:c02::84","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","86","[TCP Keep-Alive ACK] 443  >  63225 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2"
"610","102.245248","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c02::84","TCP","75","[TCP Keep-Alive] 63253  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1"
"611","102.349154","2404:6800:4003:c02::84","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","86","[TCP Keep-Alive ACK] 443  >  63253 [ACK] Seq=1 Ack=2 Win=279 Len=0 SLE=1 SRE=2"
"612","102.990591","2001:4860:4802:38::178","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","130","Application Data"
"613","102.990591","2001:4860:4802:38::178","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63222 [FIN, ACK] Seq=130 Ack=2 Win=279 Len=0"
"614","102.990682","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2001:4860:4802:38::178","TCP","74","63222  >  443 [ACK] Seq=2 Ack=131 Win=515 Len=0"
"615","103.193646","192.168.1.14","192.168.1.12","TCP","164","62706  >  8009 [PSH, ACK] Seq=2311 Ack=2315 Win=512 Len=110"
"616","103.195940","192.168.1.12","192.168.1.14","TCP","164","8009  >  62706 [PSH, ACK] Seq=2315 Ack=2421 Win=1506 Len=110"
"617","103.199689","2404:6800:4003:c00::9c","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","130","Application Data"
"618","103.199866","2404:6800:4003:c00::9c","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63223 [FIN, ACK] Seq=130 Ack=2 Win=1045 Len=0"
"619","103.199901","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c00::9c","TCP","74","63223  >  443 [ACK] Seq=2 Ack=131 Win=511 Len=0"
"620","103.241271","192.168.1.14","192.168.1.12","TCP","54","62706  >  8009 [ACK] Seq=2421 Ack=2425 Win=511 Len=0"
"621","103.633608","2404:6800:4003:c00::9c","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","130","Application Data"
"622","103.633817","2404:6800:4003:c00::9c","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63220 [FIN, ACK] Seq=130 Ack=2 Win=279 Len=0"
"623","103.633875","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c00::9c","TCP","74","63220  >  443 [ACK] Seq=2 Ack=131 Win=511 Len=0"
"624","103.685775","2404:6800:4003:c1a::9a","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","130","Application Data"
"625","103.686708","2404:6800:4003:c1a::9a","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63231 [FIN, ACK] Seq=130 Ack=2 Win=279 Len=0"
"626","103.686772","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63231  >  443 [ACK] Seq=2 Ack=131 Win=511 Len=0"
"627","104.034695","2404:6800:4003:c1c::84","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","130","Application Data"
"628","104.034695","2404:6800:4003:c1c::84","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63234 [FIN, ACK] Seq=130 Ack=2 Win=279 Len=0"
"629","104.034790","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1c::84","TCP","74","63234  >  443 [ACK] Seq=2 Ack=131 Win=511 Len=0"
"630","104.574993","192.168.1.14","192.168.1.12","TCP","164","62671  >  8009 [PSH, ACK] Seq=2201 Ack=2201 Win=513 Len=110"
"631","104.577365","192.168.1.12","192.168.1.14","TCP","164","8009  >  62671 [PSH, ACK] Seq=2201 Ack=2311 Win=1506 Len=110"
"632","104.621741","192.168.1.14","192.168.1.12","TCP","54","62671  >  8009 [ACK] Seq=2311 Ack=2311 Win=512 Len=0"
"633","104.733247","192.168.1.14","35.186.224.44","TLSv1.2","82","Application Data"
"634","104.744662","35.186.224.44","192.168.1.14","TCP","54","443  >  62694 [ACK] Seq=73 Ack=113 Win=272 Len=0"
"635","104.871874","2404:6800:4003:c1a::9a","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","130","Application Data"
"636","104.871874","2404:6800:4003:c1a::9a","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63236 [FIN, ACK] Seq=130 Ack=2 Win=279 Len=0"
"637","104.871941","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63236  >  443 [ACK] Seq=2 Ack=131 Win=511 Len=0"
"638","105.047318","35.186.224.44","192.168.1.14","TLSv1.2","78","Application Data"
"639","105.094761","192.168.1.14","35.186.224.44","TCP","54","62694  >  443 [ACK] Seq=113 Ack=97 Win=508 Len=0"
"640","105.197032","2404:6800:4003:c1a::9a","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","130","Application Data"
"641","105.197032","2404:6800:4003:c1a::9a","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63237 [FIN, ACK] Seq=130 Ack=2 Win=279 Len=0"
"642","105.197159","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63237  >  443 [ACK] Seq=2 Ack=131 Win=511 Len=0"
"643","108.197190","192.168.1.14","192.168.1.12","TCP","164","62706  >  8009 [PSH, ACK] Seq=2421 Ack=2425 Win=511 Len=110"
"644","108.200316","192.168.1.12","192.168.1.14","TCP","164","8009  >  62706 [PSH, ACK] Seq=2425 Ack=2531 Win=1506 Len=110"
"645","108.243273","192.168.1.14","192.168.1.12","TCP","54","62706  >  8009 [ACK] Seq=2531 Ack=2535 Win=511 Len=0"
"646","109.585897","192.168.1.14","192.168.1.12","TCP","164","62671  >  8009 [PSH, ACK] Seq=2311 Ack=2311 Win=512 Len=110"
"647","109.587948","192.168.1.12","192.168.1.14","TCP","164","8009  >  62671 [PSH, ACK] Seq=2311 Ack=2421 Win=1506 Len=110"
"648","109.632421","192.168.1.14","192.168.1.12","TCP","54","62671  >  8009 [ACK] Seq=2421 Ack=2421 Win=512 Len=0"
"656","111.531462","192.168.1.14","192.168.1.12","TCP","66","63294  >  56790 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"657","111.531756","192.168.1.14","192.168.1.12","TCP","66","63295  >  8008 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"658","111.535125","192.168.1.12","192.168.1.14","TCP","66","56790  >  63294 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"659","111.535125","192.168.1.12","192.168.1.14","TCP","66","8008  >  63295 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"660","111.535287","192.168.1.14","192.168.1.12","TCP","54","63294  >  56790 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"661","111.535358","192.168.1.14","192.168.1.12","TCP","54","63295  >  8008 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"662","111.535580","192.168.1.14","192.168.1.12","HTTP","224","GET /dd.xml HTTP/1.1 "
"663","111.535625","192.168.1.14","192.168.1.12","HTTP","237","GET /ssdp/device-desc.xml HTTP/1.1 "
"664","111.540848","192.168.1.12","192.168.1.14","TCP","54","8008  >  63295 [ACK] Seq=1 Ack=184 Win=88704 Len=0"
"665","111.540848","192.168.1.12","192.168.1.14","TCP","54","56790  >  63294 [ACK] Seq=1 Ack=171 Win=87616 Len=0"
"666","111.540848","192.168.1.12","192.168.1.14","TCP","154","56790  >  63294 [PSH, ACK] Seq=1 Ack=171 Win=87616 Len=100 [TCP PDU reassembled in 667]"
"667","111.540848","192.168.1.12","192.168.1.14","HTTP/XML","526","HTTP/1.1 200 OK "
"668","111.540991","192.168.1.14","192.168.1.12","TCP","54","63294  >  56790 [ACK] Seq=171 Ack=574 Win=130816 Len=0"
"669","111.541571","192.168.1.14","192.168.1.12","TCP","54","63294  >  56790 [FIN, ACK] Seq=171 Ack=574 Win=130816 Len=0"
"670","111.551275","192.168.1.12","192.168.1.14","HTTP/XML","1239","HTTP/1.1 200 OK "
"671","111.551275","192.168.1.12","192.168.1.14","TCP","54","56790  >  63294 [ACK] Seq=574 Ack=172 Win=87616 Len=0"
"672","111.603838","192.168.1.14","192.168.1.12","TCP","54","63295  >  8008 [ACK] Seq=184 Ack=1186 Win=130048 Len=0"
"673","111.604226","192.168.1.14","192.168.1.12","TCP","54","63295  >  8008 [FIN, ACK] Seq=184 Ack=1186 Win=130048 Len=0"
"674","111.608175","192.168.1.12","192.168.1.14","TCP","54","8008  >  63295 [FIN, ACK] Seq=1186 Ack=185 Win=88704 Len=0"
"675","111.608229","192.168.1.14","192.168.1.12","TCP","54","63295  >  8008 [ACK] Seq=185 Ack=1187 Win=130048 Len=0"
"676","111.618736","192.168.1.14","192.168.1.12","TCP","66","63296  >  56789 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"677","111.630199","192.168.1.12","192.168.1.14","TCP","66","56789  >  63296 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1460 SACK_PERM WS=64"
"678","111.630294","192.168.1.14","192.168.1.12","TCP","54","63296  >  56789 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"679","111.630489","192.168.1.14","192.168.1.12","HTTP","247","GET /apps/com.spotify.Spotify.TVv2 HTTP/1.1 "
"680","111.632503","192.168.1.12","192.168.1.14","TCP","54","56789  >  63296 [ACK] Seq=1 Ack=194 Win=43456 Len=0"
"681","111.633082","192.168.1.12","192.168.1.14","TCP","145","56789  >  63296 [PSH, ACK] Seq=1 Ack=194 Win=43456 Len=91 [TCP PDU reassembled in 682]"
"682","111.633082","192.168.1.12","192.168.1.14","HTTP","84","HTTP/1.1 404 Not Found  (text/plain)"
"683","111.633132","192.168.1.14","192.168.1.12","TCP","54","63296  >  56789 [ACK] Seq=194 Ack=123 Win=131072 Len=0"
"684","111.633434","192.168.1.14","192.168.1.12","TCP","54","63296  >  56789 [FIN, ACK] Seq=194 Ack=123 Win=131072 Len=0"
"685","111.638176","192.168.1.12","192.168.1.14","TCP","54","56789  >  63296 [ACK] Seq=123 Ack=195 Win=43456 Len=0"
"686","111.715732","192.168.1.14","192.168.1.12","TCP","66","63297  >  8008 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"687","111.717443","192.168.1.12","192.168.1.14","TCP","66","8008  >  63297 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"688","111.717539","192.168.1.14","192.168.1.12","TCP","54","63297  >  8008 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"689","111.717721","192.168.1.14","192.168.1.12","HTTP","246","GET /apps/com.spotify.Spotify.TVv2 HTTP/1.1 "
"690","111.721767","192.168.1.12","192.168.1.14","TCP","54","8008  >  63297 [ACK] Seq=1 Ack=193 Win=88704 Len=0"
"691","111.723247","192.168.1.12","192.168.1.14","HTTP","98","HTTP/1.1 404 Not Found "
"692","111.775745","192.168.1.14","192.168.1.12","TCP","54","63297  >  8008 [ACK] Seq=193 Ack=45 Win=131328 Len=0"
"693","111.775915","192.168.1.14","192.168.1.12","TCP","54","63297  >  8008 [FIN, ACK] Seq=193 Ack=45 Win=131328 Len=0"
"694","111.778464","192.168.1.12","192.168.1.14","TCP","54","8008  >  63297 [FIN, ACK] Seq=45 Ack=194 Win=88704 Len=0"
"695","111.778520","192.168.1.14","192.168.1.12","TCP","54","63297  >  8008 [ACK] Seq=194 Ack=46 Win=131328 Len=0"
"696","113.109120","192.168.1.14","34.158.1.133","TCP","65","62668  >  4070 [PSH, ACK] Seq=1 Ack=12 Win=513 Len=11"
"697","113.203648","192.168.1.14","192.168.1.12","TCP","164","62706  >  8009 [PSH, ACK] Seq=2531 Ack=2535 Win=511 Len=110"
"698","113.205730","192.168.1.12","192.168.1.14","TCP","164","8009  >  62706 [PSH, ACK] Seq=2535 Ack=2641 Win=1506 Len=110"
"699","113.250079","192.168.1.14","192.168.1.12","TCP","54","62706  >  8009 [ACK] Seq=2641 Ack=2645 Win=511 Len=0"
"700","113.294885","34.158.1.133","192.168.1.14","TCP","65","4070  >  62668 [PSH, ACK] Seq=12 Ack=12 Win=6 Len=11"
"701","113.345581","192.168.1.14","34.158.1.133","TCP","54","62668  >  4070 [ACK] Seq=12 Ack=23 Win=513 Len=0"
"702","113.377664","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2600:1901:1:4be::","TCP","75","[TCP Keep-Alive] 63072  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1"
"703","113.389709","2600:1901:1:4be::","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","86","[TCP Keep-Alive ACK] 443  >  63072 [ACK] Seq=1 Ack=2 Win=279 Len=0 SLE=1 SRE=2"
"704","114.604273","192.168.1.14","192.168.1.12","TCP","164","62671  >  8009 [PSH, ACK] Seq=2421 Ack=2421 Win=512 Len=110"
"705","114.607425","192.168.1.12","192.168.1.14","TCP","164","8009  >  62671 [PSH, ACK] Seq=2421 Ack=2531 Win=1506 Len=110"
"706","114.650543","192.168.1.14","192.168.1.12","TCP","54","62671  >  8009 [ACK] Seq=2531 Ack=2531 Win=511 Len=0"
"708","116.582384","2404:6800:4003:c02::84","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","147","Application Data"
"709","116.582859","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c02::84","TCP","74","63225  >  443 [FIN, ACK] Seq=2 Ack=74 Win=515 Len=0"
"710","116.688662","2404:6800:4003:c02::84","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63225 [FIN, ACK] Seq=74 Ack=3 Win=290 Len=0"
"711","116.688784","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c02::84","TCP","74","63225  >  443 [ACK] Seq=3 Ack=75 Win=515 Len=0"
"713","116.780851","2404:6800:4003:c02::84","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","147","Application Data"
"714","116.823997","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c02::84","TCP","74","63253  >  443 [ACK] Seq=2 Ack=74 Win=511 Len=0"
"715","118.221104","192.168.1.14","192.168.1.12","TCP","164","62706  >  8009 [PSH, ACK] Seq=2641 Ack=2645 Win=511 Len=110"
"716","118.223902","192.168.1.12","192.168.1.14","TCP","164","8009  >  62706 [PSH, ACK] Seq=2645 Ack=2751 Win=1506 Len=110"
"717","118.267341","192.168.1.14","192.168.1.12","TCP","54","62706  >  8009 [ACK] Seq=2751 Ack=2755 Win=510 Len=0"
"718","119.615940","192.168.1.14","192.168.1.12","TCP","164","62671  >  8009 [PSH, ACK] Seq=2531 Ack=2531 Win=511 Len=110"
"719","119.618623","192.168.1.12","192.168.1.14","TCP","164","8009  >  62671 [PSH, ACK] Seq=2531 Ack=2641 Win=1506 Len=110"
"720","119.662960","192.168.1.14","192.168.1.12","TCP","54","62671  >  8009 [ACK] Seq=2641 Ack=2641 Win=511 Len=0"
"723","121.765564","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2600:1901:1:566::","TLSv1.2","117","Application Data"
"724","121.778434","2600:1901:1:566::","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  62702 [ACK] Seq=161 Ack=216 Win=290 Len=0"
"725","121.782630","2404:6800:4003:c02::84","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","130","Application Data"
"726","121.782630","2404:6800:4003:c02::84","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63253 [FIN, ACK] Seq=130 Ack=2 Win=279 Len=0"
"727","121.782718","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c02::84","TCP","74","63253  >  443 [ACK] Seq=2 Ack=131 Win=511 Len=0"
"728","122.080293","2600:1901:1:566::","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.2","114","Application Data"
"729","122.123896","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2600:1901:1:566::","TCP","74","62702  >  443 [ACK] Seq=216 Ack=201 Win=513 Len=0"
"773","123.100518","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c02::84","TCP","74","63253  >  443 [FIN, ACK] Seq=2 Ack=131 Win=511 Len=0"
"774","123.100587","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c02::84","TCP","74","63253  >  443 [RST, ACK] Seq=3 Ack=131 Win=0 Len=0"
"775","123.100748","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63237  >  443 [FIN, ACK] Seq=2 Ack=131 Win=511 Len=0"
"776","123.100762","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63237  >  443 [RST, ACK] Seq=3 Ack=131 Win=0 Len=0"
"777","123.100817","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63236  >  443 [FIN, ACK] Seq=2 Ack=131 Win=511 Len=0"
"778","123.100831","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63236  >  443 [RST, ACK] Seq=3 Ack=131 Win=0 Len=0"
"779","123.100864","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63231  >  443 [FIN, ACK] Seq=2 Ack=131 Win=511 Len=0"
"780","123.100877","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c1a::9a","TCP","74","63231  >  443 [RST, ACK] Seq=3 Ack=131 Win=0 Len=0"
"781","123.100993","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c00::9c","TCP","74","63220  >  443 [FIN, ACK] Seq=2 Ack=131 Win=511 Len=0"
"782","123.101064","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2404:6800:4003:c00::9c","TCP","74","63220  >  443 [RST, ACK] Seq=3 Ack=131 Win=0 Len=0"
